"TIME","GEO","AGE","AGEDEF","C_BIRTH","UNIT","SEX","Value","Flag and Footnotes"
"2017","Slovenia","Total","Age reached during the year","Reporting country","Number","Total","2,254",""
"2017","Slovenia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","3,193",""
"2017","Slovenia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","13,361",""
"2017","Slovenia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Slovakia","Total","Age reached during the year","Total","Number","Total","7,188","p"
"2017","Slovakia","Total","Age reached during the year","Reporting country","Number","Total","1,164","p"
"2017","Slovakia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","4,675","p"
"2017","Slovakia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","1,349","p"
"2017","Slovakia","Total","Age reached during the year","Unknown","Number","Total","0","p"
"2017","Finland","Total","Age reached during the year","Total","Number","Total","31,797",""
"2017","Finland","Total","Age reached during the year","Reporting country","Number","Total","6,728",""
"2017","Finland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","6,736",""
"2017","Finland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","17,503",""
"2017","Finland","Total","Age reached during the year","Unknown","Number","Total","830",""
"2017","Sweden","Total","Age reached during the year","Total","Number","Total","144,489",""
"2017","Sweden","Total","Age reached during the year","Reporting country","Number","Total","14,428",""
"2017","Sweden","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","29,028",""
"2017","Sweden","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","100,818",""
"2017","Sweden","Total","Age reached during the year","Unknown","Number","Total","215",""
"2017","United Kingdom","Total","Age reached during the year","Total","Number","Total","644,209",""
"2017","United Kingdom","Total","Age reached during the year","Reporting country","Number","Total","67,192",""
"2017","United Kingdom","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","230,609",""
"2017","United Kingdom","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","346,408",""
"2017","United Kingdom","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Iceland","Total","Age reached during the year","Total","Number","Total","12,116",""
"2017","Iceland","Total","Age reached during the year","Reporting country","Number","Total","1,927",""
"2017","Iceland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","7,814",""
"2017","Iceland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","1,809",""
"2017","Iceland","Total","Age reached during the year","Unknown","Number","Total","566",""
"2017","Liechtenstein","Total","Age reached during the year","Total","Number","Total","645",""
"2017","Liechtenstein","Total","Age reached during the year","Reporting country","Number","Total","42",""
"2017","Liechtenstein","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","255",""
"2017","Liechtenstein","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","348",""
"2017","Liechtenstein","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Norway","Total","Age reached during the year","Total","Number","Total","53,351",""
"2017","Norway","Total","Age reached during the year","Reporting country","Number","Total","4,391",""
"2017","Norway","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","18,875",""
"2017","Norway","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","30,085",""
"2017","Norway","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Switzerland","Total","Age reached during the year","Total","Number","Total","143,377",""
"2017","Switzerland","Total","Age reached during the year","Reporting country","Number","Total","17,078",""
"2017","Switzerland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","73,105",""
"2017","Switzerland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","51,971",""
"2017","Switzerland","Total","Age reached during the year","Unknown","Number","Total","1,223",""
